region,annual_rainfall_mm,seasonal_rainfall_mm,cloud_visibility_km,humidity_percent,temperature_c,days_continuous_rainfall,river_discharge_cumecs,flood_occurred
Bhubaneswar,2975.4,1982.2,5.78,69.2,29.1,7.9,5679.0,1
Patna,1698.2,888.8,6.98,52.5,35.9,2.9,2466.4,0
Bhubaneswar,1645.5,1234.4,7.27,61.9,29.7,8.7,3018.7,1
Patna,1688.8,1220.3,7.25,60.7,34.6,3.7,3502.6,0
Guwahati,944.2,769.1,8.43,67.0,29.8,2.3,2370.3,0
Patna,1126.1,734.6,9.48,67.2,27.0,2.9,3006.8,0
Patna,1455.1,837.2,5.75,56.4,36.7,2.5,2391.7,0
Guwahati,2538.3,2097.6,6.42,69.5,26.6,8.2,5281.1,1
Kurnool,1778.5,1353.3,8.47,58.4,26.4,7.4,3650.8,0
Kolkata,1485.0,1140.5,7.54,66.1,24.0,4.4,3132.1,0
Chennai,2597.2,1786.0,6.11,70.9,34.1,6.8,5902.3,1
Surat,2808.3,2370.7,3.87,81.2,35.0,8.1,5408.4,1
Kolkata,2616.0,1445.3,6.23,71.1,30.5,4.2,3374.7,1
Patna,1245.5,785.6,8.49,65.8,25.1,3.0,2557.1,0
Surat,1478.1,1194.7,7.49,56.6,29.0,4.3,4261.7,0
Varanasi,2978.9,1518.8,6.85,65.0,27.8,7.8,4772.3,1
Bhubaneswar,1956.7,1592.1,6.58,75.1,24.9,3.9,4748.8,1
Kochi,1626.0,989.7,8.25,60.7,27.0,6.5,3206.9,0
Patna,2266.9,1148.1,7.77,55.6,31.0,3.9,2774.6,0
Kurnool,2454.7,1192.1,5.67,70.6,26.6,4.6,3320.0,1
Kurnool,1428.6,1184.8,7.73,62.3,30.2,2.2,3142.3,0
Guwahati,1942.6,1554.8,8.02,75.5,21.9,6.8,4414.0,1
Lucknow,2402.3,1392.4,6.32,67.5,35.7,3.1,3595.6,1
Bhubaneswar,1045.8,525.4,9.96,58.1,27.4,2.7,2300.0,0
Surat,1808.0,1014.8,6.19,72.4,32.5,4.2,2849.2,0
Lucknow,1075.6,587.1,8.14,52.5,29.8,1.5,1663.1,0
Guwahati,1160.7,905.2,6.74,71.8,30.6,0.0,1947.5,0
Patna,1434.0,784.4,9.24,58.3,24.5,7.2,3153.5,0
Kochi,2110.1,1154.8,8.69,66.4,26.0,2.1,3169.9,0
Kolkata,1590.7,738.9,7.72,62.7,26.0,3.2,2953.3,0
Bhubaneswar,1378.5,990.6,8.54,61.4,29.1,2.1,3457.4,0
Varanasi,1833.5,1393.5,8.16,63.1,34.3,7.1,3682.8,0
Patna,1054.5,784.6,7.69,59.9,30.7,2.1,2471.8,0
Varanasi,2078.7,1467.3,6.32,62.2,25.4,3.8,3816.5,0
Kurnool,2535.4,2243.2,5.23,87.1,29.3,9.3,5341.1,1
Patna,1748.5,1158.8,5.95,62.6,28.7,1.7,2873.1,0
Chennai,1668.3,1396.5,6.46,74.6,27.6,4.2,4448.2,0
Kurnool,2042.7,1513.1,8.43,74.9,28.9,6.9,4094.0,1
Varanasi,481.5,234.9,8.42,59.3,32.1,3.9,1367.0,0
Varanasi,2148.9,1750.4,6.48,70.0,26.1,4.4,4460.0,1
Chennai,3816.2,2720.9,3.91,80.8,27.6,8.6,7098.5,1
Kochi,1720.3,1280.0,6.42,70.0,32.9,5.3,3623.2,0
Kurnool,1722.6,914.9,7.67,63.9,30.9,0.0,2497.8,0
Bhubaneswar,2283.3,1477.0,8.08,59.0,34.1,8.1,3512.8,1
Chennai,2869.5,2428.3,4.61,66.1,34.7,6.8,6215.8,1
Lucknow,2433.7,1331.1,7.27,76.1,23.6,3.9,3758.2,0
Bhubaneswar,398.9,179.5,10.0,40.8,30.2,1.2,1617.6,0
Guwahati,2166.2,1225.8,6.41,67.3,27.0,4.5,2804.7,0
Guwahati,3471.8,2324.0,3.09,74.6,24.2,6.5,5641.3,1
Lucknow,2204.6,1806.8,7.35,72.3,25.8,10.0,5636.7,1
Guwahati,1049.5,776.1,7.89,55.2,27.8,0.0,1974.2,0
Kolkata,1983.2,1712.6,6.6,72.6,27.8,4.0,4378.5,1
Guwahati,967.6,633.8,7.23,62.0,26.6,1.0,1899.6,0
Lucknow,2601.3,1628.1,6.24,86.3,28.9,4.0,4056.4,1
Kolkata,1178.7,653.1,6.81,61.7,38.8,4.8,3019.2,0
Surat,1848.3,1013.1,7.28,72.3,22.1,0.4,2096.7,0
Kurnool,1242.4,970.7,6.59,54.8,33.5,6.6,3322.9,0
Varanasi,1444.8,702.4,6.94,67.5,28.9,2.0,2403.7,0
Guwahati,2766.0,1546.8,5.66,70.4,27.2,2.9,4305.4,1
Chennai,1867.2,1584.6,3.39,71.0,20.9,1.5,3788.3,1
Kolkata,1436.5,1019.4,5.92,65.9,32.1,3.3,3414.0,0
Lucknow,1055.6,497.2,9.23,69.7,23.2,0.4,1720.7,0
Kurnool,583.4,447.4,8.87,60.6,32.3,2.1,1904.5,0
Varanasi,986.7,669.0,6.8,56.4,36.0,1.5,2219.4,0
Guwahati,1872.8,1562.9,6.56,65.5,23.9,7.6,4784.2,1
Lucknow,2437.2,1845.2,4.36,76.6,33.7,6.4,5106.0,1
Bhubaneswar,1435.8,649.0,8.82,63.6,29.1,1.5,1703.3,0
Patna,2820.9,1530.5,5.91,59.7,20.6,7.5,4540.8,1
Surat,1333.6,754.9,7.43,64.9,24.2,3.2,2758.2,0
Guwahati,1645.3,1260.3,6.55,59.9,29.7,6.1,4387.1,1
Kolkata,1098.3,745.9,10.0,64.4,30.6,5.0,2339.2,0
Patna,2444.0,1921.8,4.31,67.6,22.7,6.4,5239.8,1
Kochi,3163.4,2153.6,4.87,72.8,29.1,7.9,5482.9,1
Chennai,654.8,391.1,9.47,55.3,32.3,3.1,1953.4,0
Bhubaneswar,1575.0,782.2,6.67,71.2,33.0,0.0,1778.6,0
Chennai,2622.1,1419.0,4.53,70.3,27.3,4.9,3941.5,1
Chennai,859.5,541.8,7.61,67.5,30.8,1.5,2084.4,0
Chennai,2168.3,1513.8,6.91,86.1,33.3,6.2,3884.8,1
Varanasi,2594.0,2262.9,4.0,75.8,32.4,6.6,6244.4,1
Kochi,1850.8,1032.5,6.91,73.4,32.6,5.9,2752.7,0
Varanasi,2157.7,1617.7,6.84,65.5,29.5,4.4,4453.2,1
Lucknow,2944.6,1527.2,5.15,76.4,28.6,4.6,3131.4,1
Kolkata,3066.5,2364.8,4.05,71.6,30.1,7.2,5823.5,1
Kolkata,1759.7,800.9,6.02,62.1,25.9,5.4,3076.8,1
Lucknow,1454.0,1083.4,7.4,68.0,33.4,0.0,3035.2,0
Patna,1202.0,629.2,8.33,64.9,22.9,5.9,2592.8,0
Lucknow,2435.0,1293.4,7.45,59.1,27.0,7.6,3947.3,1
Lucknow,908.3,637.2,6.8,55.6,28.9,1.2,2315.4,0
Patna,1635.8,1012.5,7.0,67.8,30.9,5.7,3689.4,1
Bhubaneswar,1866.7,1236.0,5.29,64.0,31.6,4.7,4145.2,1
Patna,1473.0,867.6,7.26,54.5,35.0,6.4,2619.3,0
Chennai,1981.9,1742.2,7.18,70.4,29.3,8.2,4841.3,1
Lucknow,3466.9,2013.6,4.59,72.5,26.1,11.7,4948.9,1
Guwahati,1721.0,1194.2,5.29,66.9,28.4,1.2,2546.9,0
Kochi,1517.0,1265.9,5.89,69.6,27.7,5.0,3393.2,1
Lucknow,2460.0,1842.2,3.56,74.5,31.1,3.2,4849.2,1
Surat,1955.7,1164.1,5.44,60.9,24.7,3.2,3084.8,0
Kolkata,2735.6,1911.1,5.91,69.8,28.3,11.4,5495.1,1
Kurnool,1907.0,929.4,5.8,69.0,35.5,4.3,3109.4,0
Lucknow,1638.5,1139.7,7.26,62.1,29.7,6.1,3315.0,1
Varanasi,640.6,412.6,8.59,56.4,24.8,2.5,1047.6,0
Kolkata,747.2,591.1,7.58,51.3,27.6,3.0,1930.6,0
Guwahati,606.8,504.6,8.61,59.4,20.1,0.8,1754.0,0
Kolkata,2046.6,1104.8,5.97,67.1,28.8,2.6,3286.3,0
Kochi,914.5,445.1,9.42,47.2,35.6,0.5,1580.3,0
Kochi,2616.1,1637.0,5.02,63.4,24.3,0.5,3983.9,1
Kochi,1819.7,1256.2,6.23,57.8,23.2,4.4,3957.6,1
Bhubaneswar,1641.3,1016.9,6.64,68.9,26.4,4.2,3578.3,0
Bhubaneswar,1251.5,917.2,8.18,51.8,32.7,2.1,2770.0,0
Surat,2204.5,1493.6,6.72,68.1,35.8,5.2,3651.7,1
Kurnool,1277.1,1112.9,4.1,69.4,30.8,5.1,2915.2,1
Kolkata,1159.5,735.4,8.11,62.8,23.9,4.4,2195.0,0
Patna,2572.4,1253.1,4.74,63.7,28.9,2.1,2883.0,0
Kurnool,2030.5,1189.6,6.43,67.9,36.2,2.7,3307.5,0
Chennai,1647.3,1190.4,6.69,72.0,27.8,5.8,4396.0,1
Surat,2216.9,1253.0,6.28,65.7,29.6,5.7,3826.4,0
Bhubaneswar,1805.8,1031.2,7.72,50.9,30.0,6.4,3393.6,0
Varanasi,2049.0,1235.1,7.5,73.1,22.8,7.1,4257.7,1
Kurnool,1269.0,997.2,6.39,66.4,33.0,8.4,3276.6,1
Patna,3145.8,2746.4,2.39,79.7,32.4,9.4,7284.3,1
Chennai,1423.2,864.9,7.5,51.0,21.0,6.3,3498.8,0
Lucknow,2811.4,1512.5,4.38,66.9,23.7,3.6,3982.8,1
Bhubaneswar,1677.2,1072.2,6.55,59.5,25.1,8.7,4608.3,0
Kochi,2324.6,1414.1,7.78,60.5,32.0,6.0,4515.5,1
Bhubaneswar,2277.2,2039.3,3.23,72.7,26.0,8.5,5505.6,1
Kolkata,2545.5,1676.8,5.33,67.0,30.6,8.1,4727.4,1
Surat,1253.6,947.3,6.7,60.8,28.3,0.7,2419.0,0
Varanasi,2499.2,2152.3,6.83,78.9,29.3,5.6,5299.7,1
Lucknow,3000.2,2199.4,3.93,76.5,31.0,8.2,5702.2,1
Kochi,1631.8,917.5,6.89,60.3,30.1,4.0,2805.5,0
Patna,1822.6,1318.3,5.38,63.2,28.9,8.9,4160.4,1
Lucknow,1459.8,920.9,7.42,60.6,30.3,1.4,2153.2,0
Patna,1574.8,1008.0,7.51,62.6,29.9,6.7,3195.0,0
Kochi,2912.4,2594.1,2.65,82.0,28.2,8.9,5894.6,1
Patna,1147.2,660.1,9.09,54.7,27.3,1.8,2373.8,0
Bhubaneswar,1187.6,785.0,8.02,70.9,36.5,2.5,2547.1,0
Patna,2847.1,1486.0,7.07,72.0,27.2,4.8,3998.6,1
Bhubaneswar,2206.0,1169.9,6.49,49.2,34.5,5.2,3885.8,1
Kolkata,3178.2,2293.3,4.57,76.3,26.3,7.5,5484.9,1
Varanasi,1507.2,1187.6,6.58,72.0,32.2,1.5,2831.2,0
Kolkata,1882.1,1386.0,7.96,69.9,36.1,4.5,3240.6,1
Kurnool,1370.6,819.8,7.77,60.0,27.6,3.9,3151.0,0
Surat,1893.1,902.7,7.47,62.8,26.3,0.5,2723.0,0
Patna,646.8,428.0,8.03,59.9,27.3,2.7,2427.9,0
Kolkata,2245.2,1519.8,5.49,73.4,28.9,7.9,5112.9,1
Lucknow,2010.3,1601.8,6.13,61.0,30.3,8.8,4565.0,1
Kochi,1762.6,1301.0,7.46,63.2,28.8,5.4,3504.1,0
Chennai,1546.3,1302.1,5.8,76.6,27.3,1.1,2558.5,1
Bhubaneswar,1218.4,977.6,7.43,64.1,36.8,4.8,2700.9,0
Surat,2273.0,1397.1,6.54,76.8,28.2,7.0,4024.4,1
Surat,1038.8,763.0,8.17,79.8,26.5,1.4,1513.6,0
Kurnool,2132.7,1676.9,3.82,67.2,32.3,5.9,4099.2,1
Surat,3148.4,2772.5,2.2,72.9,32.4,11.0,7078.8,1
Kochi,2765.6,1770.1,3.99,69.4,34.6,10.0,5542.2,1
Varanasi,821.7,609.5,8.16,67.1,36.7,1.7,1813.8,0
Varanasi,1451.1,909.4,6.45,70.7,30.4,5.1,3097.4,1
Lucknow,2073.9,1621.9,5.28,83.3,27.8,6.5,5246.0,1
Kurnool,1754.3,1509.4,4.77,68.5,21.4,5.9,3498.7,1
Varanasi,890.4,769.0,7.32,64.9,25.2,5.4,3272.2,0
Kochi,2050.5,1067.7,5.85,60.4,29.8,2.2,3138.7,0
Surat,1793.5,971.8,8.13,48.8,24.3,4.0,3533.7,0
Kolkata,3044.3,2404.1,4.58,76.5,22.7,8.8,6566.0,1
Varanasi,1635.4,1200.3,6.95,59.0,29.3,1.3,2855.5,0
Kurnool,2559.2,2194.0,4.2,78.7,32.1,10.4,5999.7,1
Kochi,976.4,577.3,5.95,48.9,28.0,3.7,1704.8,0
Lucknow,1131.8,941.2,6.86,59.1,32.6,3.5,2702.4,0
Chennai,2269.1,1719.3,4.77,72.2,31.5,5.7,4591.2,1
Patna,2504.4,1347.3,6.72,69.4,33.6,4.9,3932.3,1
Chennai,1177.7,597.0,8.83,60.1,37.7,3.6,2619.7,0
Varanasi,1815.7,1391.2,6.71,78.8,39.5,5.1,4554.9,0
Patna,902.0,470.2,9.82,68.7,31.9,0.4,1516.4,0
Lucknow,1682.2,1358.3,5.8,63.2,27.2,3.9,4169.3,1
Lucknow,2344.0,1642.4,5.11,79.5,29.2,5.9,4574.5,1
Varanasi,1517.3,1008.4,8.36,74.7,35.3,1.8,2306.7,0
Patna,1638.1,940.3,7.55,62.8,25.4,4.1,2921.1,0
Patna,1065.6,951.3,7.07,63.9,34.8,1.9,2782.0,0
Chennai,1378.6,1068.4,9.11,64.4,28.3,2.0,2623.8,0
Chennai,2942.8,2354.6,4.8,72.5,29.9,14.9,6412.2,1
Surat,1847.4,1470.4,5.96,65.0,25.8,9.2,4121.9,0
Lucknow,1148.5,818.7,6.89,70.3,23.7,3.3,2446.7,0
Lucknow,1595.4,1392.6,7.81,70.2,27.9,6.7,3770.5,1
Patna,761.7,542.9,8.5,56.6,34.2,4.0,2750.4,0
Lucknow,1140.8,780.3,7.76,56.5,26.2,2.7,1545.3,0
Patna,2684.2,1538.5,6.76,64.4,35.5,6.1,4350.6,1
Surat,1707.4,984.8,8.24,62.9,26.7,3.0,3149.2,0
Kurnool,3029.0,2367.4,4.74,81.9,24.7,11.1,6007.0,1
Kochi,1738.0,1043.9,8.11,59.3,30.0,6.3,3344.9,0
Kolkata,1776.6,1382.1,6.87,72.9,31.7,8.1,4126.6,1
Surat,2216.6,1947.7,5.7,73.8,29.8,7.6,5185.7,1
Lucknow,300.0,194.3,8.26,57.6,29.6,5.0,2019.7,0
Guwahati,1933.2,954.6,9.33,69.8,35.4,3.3,3144.4,0
Bhubaneswar,1768.2,1326.0,5.14,72.1,29.4,8.9,4014.7,1
Kochi,2765.9,1256.5,6.99,58.0,27.1,3.6,2895.1,0
Lucknow,2427.0,1951.7,3.61,66.2,24.5,4.5,4916.3,1
Kolkata,1063.1,729.9,7.74,60.2,34.1,6.7,2655.1,0
Chennai,2607.4,1747.9,4.91,73.0,27.3,7.7,4653.7,1
Guwahati,1629.5,1150.8,7.04,73.6,27.7,5.2,3585.8,1
Surat,1212.1,827.1,8.0,62.9,33.2,2.3,2387.9,0
Guwahati,1928.1,1148.6,5.85,75.6,37.2,2.5,3286.7,0
Surat,1668.2,962.0,7.29,59.5,30.0,2.0,3775.0,0
Kurnool,2800.0,1783.3,6.99,67.9,28.5,6.7,5092.8,1
Bhubaneswar,2021.4,1723.7,4.15,68.8,29.0,5.9,5153.9,1
Kochi,1933.7,987.9,6.32,59.0,27.2,0.0,2782.7,0
Patna,2385.4,1422.1,7.23,74.8,27.6,8.5,4415.3,1
Kurnool,2510.4,1346.9,6.54,50.6,27.6,4.0,3919.7,0
Varanasi,2309.3,1483.1,6.31,65.4,32.6,7.9,4602.5,1
Varanasi,2722.7,1388.8,7.48,74.5,28.6,3.6,4079.3,1
Varanasi,2195.6,1739.7,4.69,68.9,34.4,6.6,4748.9,1
Kurnool,1909.0,947.9,6.78,70.0,28.5,5.4,2628.4,0
Kochi,2605.5,1952.4,4.37,85.9,27.5,8.7,4776.3,1
Kolkata,1740.9,993.1,6.87,64.5,34.1,3.1,3139.6,0
Chennai,1821.6,1206.8,8.24,72.9,29.1,5.4,3168.7,1
Guwahati,2919.0,1576.3,4.06,83.8,28.5,7.1,4759.4,1
Guwahati,2854.3,2222.3,3.15,77.5,29.1,7.8,6266.4,1
Patna,1794.7,1573.4,4.43,69.0,34.9,3.5,3960.8,1
Kolkata,1505.2,827.5,9.17,67.9,30.2,1.7,2984.0,0
Guwahati,2751.1,2418.0,3.35,84.0,34.0,8.0,6216.2,1
Kolkata,2320.3,1383.7,6.01,67.3,28.1,5.1,3909.0,0
Bhubaneswar,2005.1,1405.7,4.54,64.8,33.4,8.3,4352.7,1
Kolkata,1590.8,1218.1,6.45,76.3,30.0,6.2,3407.6,1
Varanasi,2015.6,1087.8,7.99,63.2,32.5,2.3,2651.6,0
Kochi,1785.9,1161.1,7.15,72.7,32.9,7.9,3177.9,0
Varanasi,1368.2,657.4,7.89,62.5,25.2,2.2,1957.1,0
Guwahati,1883.9,1438.7,4.52,79.0,29.3,6.6,5032.2,1
Patna,1972.5,1257.4,6.29,61.3,32.8,2.7,2787.4,0
Patna,1556.0,1324.5,6.66,61.9,33.5,3.9,3180.9,0
Guwahati,2387.5,1368.7,5.31,72.5,34.0,7.0,3785.7,1
Kurnool,2637.7,2283.3,5.05,68.9,29.4,6.5,5388.3,1
Guwahati,2430.4,1247.9,7.65,67.0,35.2,4.6,3709.9,1
Guwahati,1620.4,1171.8,6.26,74.9,26.4,5.2,3287.0,1
Kochi,2291.3,1348.5,7.24,56.5,23.0,2.8,3488.6,1
Kurnool,1850.7,984.2,7.15,66.3,27.9,0.0,2233.1,0
Kurnool,996.8,490.7,9.65,66.7,33.8,3.6,1924.2,0
Kolkata,2237.3,1666.9,7.96,69.9,24.7,11.8,5188.4,1
Kurnool,1895.0,1051.6,5.92,59.0,23.1,4.7,3206.4,1
Kurnool,3485.8,2467.1,4.76,75.8,22.1,10.2,7262.0,1
Kurnool,2747.2,2447.1,5.39,72.1,31.9,7.1,6045.2,1
Guwahati,2262.2,1339.7,5.4,67.5,23.2,7.8,4062.7,1
Chennai,1962.0,913.7,6.8,61.6,31.2,2.6,1752.8,0
Varanasi,1906.4,980.4,6.63,60.8,27.7,5.9,3366.3,0
Lucknow,1147.6,578.0,8.04,63.0,25.9,3.3,1447.5,0
Chennai,669.7,441.0,8.11,68.5,25.0,2.9,2157.7,0
Kurnool,1232.8,967.9,7.09,65.7,29.8,4.7,3162.4,0
Lucknow,1769.0,1032.0,8.08,72.4,26.0,4.9,3560.3,1
Kurnool,431.4,222.4,6.91,66.5,29.0,1.4,1111.4,0
Bhubaneswar,1446.2,1067.8,6.01,61.2,30.6,5.8,3429.7,0
Surat,1639.1,959.7,8.06,65.3,31.5,2.0,3040.8,0
Varanasi,1660.0,1176.6,7.44,63.1,32.7,3.8,3000.4,0
Kochi,1369.9,1192.1,5.64,56.9,29.7,7.3,4060.4,1
Bhubaneswar,1578.0,917.0,8.04,65.4,24.8,3.7,3116.5,0
Surat,2920.5,1987.8,6.46,66.7,30.9,6.6,5110.1,1
Chennai,2230.4,1813.5,5.34,74.3,31.6,8.6,5732.5,1
Kolkata,1435.8,1093.0,5.92,55.6,28.3,5.6,3649.9,0
Lucknow,1755.6,1383.7,7.33,68.6,27.8,2.4,2910.6,1
Surat,1781.6,1421.1,8.18,58.4,38.9,6.6,4546.5,0
Surat,1300.8,901.4,6.48,67.2,23.8,3.5,2584.2,0
Lucknow,1300.1,898.6,7.51,60.8,31.0,4.7,3298.2,0
Kochi,2456.8,1900.4,6.4,69.3,33.2,6.9,5167.7,1
Guwahati,1527.1,1166.6,6.98,72.3,27.6,5.2,2461.9,0
Surat,1088.4,818.0,5.73,60.5,28.3,0.0,2514.3,0
Kurnool,1772.0,1102.1,7.49,65.6,27.4,2.2,2959.5,1
Guwahati,1876.7,1544.2,4.93,67.8,29.0,7.1,4244.9,1
Surat,517.7,288.0,7.45,60.7,32.6,6.3,1903.9,0
Lucknow,1773.5,922.4,5.51,69.6,28.2,4.1,3265.0,0
Lucknow,2364.2,1431.1,7.57,73.0,41.4,3.8,3463.4,1
Patna,2093.3,1181.1,5.91,62.9,27.2,4.6,3917.3,1
Surat,3249.4,2431.9,4.36,84.3,34.5,7.0,5412.6,1
Guwahati,2613.2,1447.6,6.86,62.6,31.2,7.7,4453.3,1
Lucknow,2741.8,2043.8,5.05,69.1,29.4,7.5,5688.0,1
Patna,3620.1,2465.1,4.24,76.6,34.9,11.0,6860.9,1
Lucknow,2292.8,1189.1,7.23,72.1,22.6,4.0,3494.1,1
Varanasi,1906.0,1079.3,7.21,57.8,30.7,6.2,3403.4,0
Bhubaneswar,2432.9,1666.0,4.89,75.4,26.1,2.8,3913.5,1
Kochi,1436.5,1120.3,6.03,64.8,27.3,4.1,2820.6,1
Kolkata,1870.0,1176.6,6.72,63.1,27.1,5.3,3284.7,0
Bhubaneswar,1379.0,765.0,7.63,68.5,25.1,2.2,2060.7,0
Bhubaneswar,2058.7,1199.8,7.26,61.1,22.4,5.1,3117.4,1
Varanasi,1376.3,678.2,9.18,74.9,30.6,3.1,3119.4,0
Varanasi,1353.5,624.4,8.46,59.6,28.7,4.4,1759.3,0
Kurnool,2068.8,1836.9,4.45,72.5,27.8,7.9,5504.4,1
Varanasi,1710.5,843.9,5.19,71.9,32.0,3.8,2285.7,1
Lucknow,547.1,276.9,8.03,58.6,30.8,2.8,1221.1,0
Patna,853.9,718.9,6.39,68.6,27.9,0.0,1678.7,0
Kochi,1054.3,789.2,6.91,50.4,41.2,1.4,1938.9,0
Lucknow,1226.1,792.3,7.97,59.5,33.1,0.1,2607.4,0
Patna,2069.4,1535.6,6.12,71.3,38.8,6.7,4598.8,1
Surat,1942.3,1691.3,7.71,76.8,27.3,7.0,4585.9,1
Bhubaneswar,2492.4,1233.1,7.24,70.8,30.0,7.2,4971.0,1
Bhubaneswar,2289.3,1281.3,8.7,70.7,24.0,5.3,3741.1,0
Kolkata,2496.7,2090.1,5.55,80.3,27.7,6.3,5343.3,1
Guwahati,2195.5,1759.2,6.71,73.8,26.7,6.6,4489.3,1
Patna,1936.3,1737.7,5.17,57.9,41.0,2.5,3911.3,1
Kolkata,2514.6,1486.8,4.95,77.1,26.2,4.6,3811.4,1
Chennai,2397.6,2098.4,4.25,69.0,28.1,2.9,5266.9,1
Patna,2044.5,1236.2,6.69,68.1,23.2,5.1,3869.9,1
Patna,2626.2,2026.9,4.22,74.4,31.1,6.8,5778.9,1
Kochi,300.0,254.2,7.82,57.6,25.4,0.7,1049.4,0
Chennai,1611.2,848.9,8.04,56.1,32.7,1.2,2709.3,0
Patna,1601.2,868.7,6.43,51.2,21.8,1.8,2703.1,0
Bhubaneswar,2549.2,1813.6,3.71,65.4,28.5,8.0,5192.9,1
Surat,2821.4,2341.0,2.96,81.2,21.6,5.6,5341.4,1
Bhubaneswar,857.4,416.3,8.3,50.1,27.0,2.5,1436.2,0
Guwahati,2717.3,2263.2,3.28,70.2,27.9,6.6,5878.7,1
Bhubaneswar,1038.6,627.7,7.83,63.2,26.6,0.0,2279.0,0
Kolkata,1058.2,669.6,8.64,54.9,27.0,4.9,2343.5,0
Guwahati,1647.7,993.5,7.88,60.7,32.9,6.3,3582.8,0
Kochi,1593.2,1370.4,5.67,67.9,37.7,3.9,4212.8,1
Bhubaneswar,787.0,400.5,7.16,60.3,30.4,0.4,1418.5,0
Bhubaneswar,2222.4,1574.4,5.3,63.0,25.6,5.2,3682.8,1
Bhubaneswar,2241.6,1158.1,7.6,66.3,29.3,2.6,2668.2,0
Chennai,2485.1,2156.8,5.59,76.9,27.6,6.5,5197.2,1
Bhubaneswar,1518.3,1228.4,7.11,58.5,32.6,5.4,3474.8,0
Bhubaneswar,1774.3,985.1,8.59,65.2,30.2,7.7,3484.8,1
Kurnool,1780.2,1039.7,9.05,60.1,22.7,3.1,3031.9,0
Lucknow,2897.2,1801.1,4.89,72.1,33.4,8.6,4961.8,1
Surat,300.0,189.7,10.0,61.1,32.9,1.4,1580.4,0
Kurnool,1178.0,963.4,7.03,62.7,35.0,0.1,2247.3,0
Surat,1803.6,1269.8,7.75,72.0,26.9,4.6,4137.8,0
Surat,1094.4,703.2,8.69,66.1,30.2,2.2,2711.6,0
Kurnool,1632.1,1262.8,4.47,71.9,24.3,7.5,4320.4,1
Kolkata,1718.1,1127.1,5.88,67.6,28.8,7.1,3416.3,1
Patna,1372.5,696.8,6.58,67.9,30.6,3.3,2401.1,0
Kochi,1841.9,918.0,5.46,65.6,26.5,5.8,3432.0,0
Surat,2208.3,1317.6,7.48,56.9,30.4,4.5,3629.6,0
Varanasi,1646.4,1187.6,9.09,61.0,29.7,6.5,3442.9,0
Lucknow,1505.4,768.8,7.48,60.7,27.2,3.0,2246.5,0
Lucknow,1692.3,1180.4,7.77,65.2,34.6,6.5,3425.3,0
Patna,1795.2,1025.6,8.81,66.4,28.1,6.1,2915.5,0
Varanasi,668.8,510.2,8.57,54.8,29.5,3.3,3260.4,0
Varanasi,2100.0,971.7,7.27,75.9,23.1,2.0,2012.7,0
Surat,1506.8,996.1,6.97,63.4,31.1,2.8,2532.9,0
Chennai,2620.0,1240.6,7.28,66.2,27.1,6.0,3991.5,1
Kurnool,2184.2,1307.7,7.5,62.8,32.8,6.5,3664.4,1
Lucknow,2560.5,1170.2,7.36,59.6,23.8,4.6,3312.5,0
Kolkata,1142.8,755.5,8.26,61.1,30.7,2.1,2571.6,0
Surat,1558.6,1239.3,6.64,66.4,20.3,4.9,4028.5,0
Chennai,992.4,491.3,6.64,58.9,31.5,1.2,1721.8,0
Surat,1341.6,1047.6,8.12,74.4,28.3,3.2,3444.5,0
Kurnool,2613.9,1863.4,3.87,71.1,30.6,10.7,4755.7,1
Bhubaneswar,2766.9,1873.4,5.94,71.5,26.6,5.8,4630.1,1
Lucknow,1053.7,758.4,8.61,66.8,25.2,3.8,2814.7,0
Kolkata,1502.1,903.0,6.2,62.2,27.3,3.6,3644.0,0
Kolkata,1750.5,1347.3,5.78,70.4,29.8,2.4,3130.3,0
Surat,2180.6,1746.4,7.88,63.1,31.3,3.8,3943.5,1
Kolkata,656.1,525.0,8.22,52.1,30.2,1.7,2090.4,0
Chennai,758.0,433.0,7.18,59.7,25.3,0.0,1600.7,0
Bhubaneswar,2118.3,1576.5,6.81,67.9,36.4,9.4,4475.1,1
Bhubaneswar,533.1,275.4,8.03,52.6,30.3,0.3,842.1,0
Kolkata,1509.6,1015.9,5.09,64.9,26.5,2.8,2758.3,0
Lucknow,1905.4,859.7,8.13,64.0,30.7,5.6,3223.2,0
Guwahati,2070.2,1111.9,5.97,60.8,30.0,3.7,3117.9,0
Kurnool,1707.9,1254.1,7.01,63.2,28.3,5.8,4227.3,0
Surat,1562.3,1317.7,5.62,68.2,27.8,3.6,3553.0,0
Chennai,2349.0,1108.9,7.77,58.9,32.9,4.1,3529.6,0
Bhubaneswar,1985.4,1392.4,6.55,64.0,35.9,7.0,4255.6,1
Surat,1379.4,1016.0,4.35,67.4,20.9,2.0,2702.3,0
Chennai,1824.5,1586.6,6.33,69.2,33.9,6.8,4805.5,1
Kolkata,2049.1,1526.2,5.73,66.0,29.1,0.7,3143.8,1
Kochi,2916.9,1447.8,7.78,62.7,29.9,7.8,4117.9,1
Surat,2311.1,1192.6,7.23,59.7,34.4,3.2,3166.1,0
Chennai,2589.5,1906.1,6.02,71.5,18.4,6.7,5191.8,1
Surat,1403.1,767.5,6.98,74.1,32.3,2.6,2744.1,0
Kolkata,1459.3,1266.3,5.76,69.9,34.1,2.6,3069.8,0
